pokemon_id,team_id,regulation,game_name,pokemon_name,type1,type2,ability,teratype,nature,bst,hp,atk,def,sp_atk,sp_def,spd
1195,68,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Jolly,570,80,120,80,90,65,135
1196,68,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1197,68,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
1198,68,Regulation Set D,Dragonite,Dragonite,Dragon,Flying,Inner Focus,Normal,Adamant,600,91,134,95,100,100,80
1199,68,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
1230,75,Regulation Set D,Freddy Fazbr (Ursaluna) (M),Ursaluna,Ground,Normal,Guts,Ghost,Brave,550,130,140,105,45,80,50
1231,75,Regulation Set D,Phasmophobia (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
1232,75,Regulation Set D,AndroidYamaX (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
1233,75,Regulation Set D,Olivia (Lilligant-Hisui),Lilligant (Hisuian Lilligant),Grass,Fighting,Chlorophyll,Ghost,Adamant,480,70,105,75,50,75,105
1234,75,Regulation Set D,Carbono (Torkoal) (M),Torkoal,Fire,,Drought,Fire,Quiet,470,70,85,140,85,70,20
1235,75,Regulation Set D,Moonshine (Cresselia),Cresselia,Psychic,,Levitate,Fairy,Sassy,580,120,70,110,75,120,85
1242,79,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Modest,570,55,55,55,135,135,135
1243,79,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1245,79,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1246,79,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
1247,79,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Relaxed,464,114,85,70,85,80,30
1248,83,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Ghost,Modest,570,55,55,55,135,135,135
1249,83,Regulation Set D,Chi-Yu,Chi-Yu,Dark,Fire,Beads of Ruin,Ghost,Timid,570,55,80,80,135,120,100
1251,83,Regulation Set D,Glimmora,Glimmora,Rock,Poison,Toxic Debris,Water,Modest,525,83,55,90,130,81,86
1252,83,Regulation Set D,Dondozo,Dondozo,Water,,Unaware,Grass,Adamant,530,150,100,115,65,65,35
1254,84,Regulation Set D,OhMyGawd! (Torkoal) (M),Torkoal,Fire,,Drought,Fire,Quiet,470,70,85,140,85,70,20
1255,84,Regulation Set D,P-p-p-Perfect! (Lilligant-Hisui),Lilligant (Hisuian Lilligant),Grass,Fighting,Chlorophyll,Fighting,Adamant,480,70,105,75,50,75,105
1256,84,Regulation Set D,Indeedee-F,Indeedee (Female),Psychic,Normal,Psychic Surge,Water,Relaxed,475,70,55,65,95,105,85
1257,84,Regulation Set D,Armarouge (M),Armarouge,Fire,Psychic,Flash Fire,Grass,Modest,525,85,60,100,125,80,75
1258,84,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
1259,84,Regulation Set D,Charizard (M),Charizard,Fire,Flying,Solar Power,Fire,Timid,534,78,84,78,109,85,100
1260,85,Regulation Set D,Dondozo,Dondozo,Water,,Unaware,Grass,Adamant,530,150,100,115,65,65,35
1264,85,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Modest,570,55,55,55,135,135,135
1265,85,Regulation Set D,Glimmora,Glimmora,Rock,Poison,Toxic Debris,Fairy,Timid,525,83,55,90,130,81,86
1266,86,Regulation Set D,WhenDovesCry (Pelipper),Pelipper,Water,Flying,Drizzle,Ghost,Modest,440,60,50,100,95,70,65
1268,86,Regulation Set D,LetsGoCrazy (Thundurus-Therian),Thundurus (Therian Forme),Electric,Flying,Volt Absorb,Flying,Timid,580,79,105,70,145,80,101
1269,86,Regulation Set D,Cream (Amoonguss),Amoonguss,Grass,Poison,Regenerator,Steel,Bold,464,114,85,70,85,80,30
1270,86,Regulation Set D,Dmond&Pearls (Goodra-Hisui) (F),Goodra (Hisuian Goodra),Steel,Dragon,Sap Sipper,Fairy,Impish,600,80,100,100,110,150,60
1271,86,Regulation Set D,Ki$$ (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
1272,87,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Timid,570,55,55,55,135,135,135
1273,87,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Jolly,570,80,120,80,90,65,135
1274,87,Regulation Set D,Dragonite,Dragonite,Dragon,Flying,Multiscale,Normal,Adamant,600,91,134,95,100,100,80
1275,87,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1276,87,Regulation Set D,Cresselia,Cresselia,Psychic,,Levitate,Fairy,Bold,580,120,70,110,75,120,85
1277,87,Regulation Set D,Ursaluna,Ursaluna,Ground,Normal,Guts,Ghost,Adamant,550,130,140,105,45,80,50
1296,91,Regulation Set D,Goodra-Hisui,Goodra (Hisuian Goodra),Steel,Dragon,Shell Armor,Fairy,Careful,600,80,100,100,110,150,60
1297,91,Regulation Set D,Grimmsnarl,Grimmsnarl,Dark,Fairy,Prankster,Ghost,Careful,510,95,120,65,95,75,60
1298,91,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Adamant,600,89,145,90,105,80,91
1299,91,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Fire,Adamant,530,100,125,90,60,70,85
1300,91,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Jolly,550,100,130,100,63,60,97
1301,91,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1302,92,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
1303,92,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1304,92,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
1305,92,Regulation Set D,Cresselia,Cresselia,Psychic,,Levitate,Grass,Calm,580,120,70,110,75,120,85
1306,92,Regulation Set D,Dragonite,Dragonite,Dragon,Flying,Multiscale,Normal,Adamant,600,91,134,95,100,100,80
1307,92,Regulation Set D,Ursaluna,Ursaluna,Ground,Normal,Guts,Water,Adamant,550,130,140,105,45,80,50
1308,93,Regulation Set D,Regisculo (Regieleki),Regieleki,Electric,,Transistor,Ice,Timid,580,80,100,50,100,50,200
1309,93,Regulation Set D,Soldato (Iron Bundle),Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
1311,93,Regulation Set D,Octoroom (Toedscruel) (M),Toedscruel,Ground,Grass,Mycelium Might,Water,Bold,515,80,70,65,80,120,100
1312,93,Regulation Set D,Lava (Heatran) (F),Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1313,93,Regulation Set D,Moxa (Cresselia),Cresselia,Psychic,,Levitate,Fairy,Modest,580,120,70,110,75,120,85
1315,94,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Jolly,550,100,130,100,63,60,97
1316,94,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Adamant,570,80,120,80,90,65,135
1317,94,Regulation Set D,Dragonite,Dragonite,Dragon,Flying,Inner Focus,Normal,Adamant,600,91,134,95,100,100,80
1318,94,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
1319,94,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Modest,570,55,55,55,135,135,135
1320,95,Regulation Set D,Kleavor (M),Kleavor,Bug,Rock,Sharpness,Water,Adamant,500,70,135,95,45,70,85
1322,95,Regulation Set D,Dragonite,Dragonite,Dragon,Flying,Multiscale,Normal,Jolly,600,91,134,95,100,100,80
1323,95,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ice,Jolly,570,80,120,80,90,65,135
1324,95,Regulation Set D,Urshifu-Rapid-Strike (M),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1325,95,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Ghost,Modest,570,55,55,55,135,135,135
1327,96,Regulation Set D,Regidrago,Regidrago,Dragon,,Dragon's Maw,Steel,Modest,580,200,100,50,100,50,80
1328,96,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1329,96,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
1330,96,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1331,96,Regulation Set D,Dragonite,Dragonite,Dragon,Flying,Inner Focus,Flying,Adamant,600,91,134,95,100,100,80
1332,97,Regulation Set D,Zapdos,Zapdos,Electric,Flying,Static,Ghost,Bold,580,90,90,85,125,90,100
1333,97,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Jolly,550,100,130,100,63,60,97
1334,97,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Adamant,600,89,145,90,105,80,91
1335,97,Regulation Set D,Rillaboom (M),Rillaboom,Grass,,Grassy Surge,Fire,Adamant,530,100,125,90,60,70,85
1336,97,Regulation Set D,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1337,97,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
1338,98,Regulation Set D,Moltres-Galar,Moltres (Galarian Moltres),Dark,Flying,Berserk,Poison,Modest,580,90,85,90,100,125,90
1339,98,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1340,98,Regulation Set D,Goodra-Hisui,Goodra (Hisuian Goodra),Steel,Dragon,Shell Armor,Fairy,Bold,600,80,100,100,110,150,60
1342,98,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
1343,98,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
1344,99,Regulation Set D,Goodra-Hisui,Goodra (Hisuian Goodra),Steel,Dragon,Shell Armor,Flying,Careful,600,80,100,100,110,150,60
1345,99,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Steel,Careful,600,89,145,90,105,80,91
1346,99,Regulation Set D,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Relaxed,464,114,85,70,85,80,30
1347,99,Regulation Set D,Cresselia,Cresselia,Psychic,,Levitate,Dark,Relaxed,580,120,70,110,75,120,85
1348,99,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Jolly,550,100,130,100,63,60,97
1349,99,Regulation Set D,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
1350,100,Regulation Set D,Grizzly (Ursaluna),Ursaluna,Ground,Normal,Guts,Ground,Adamant,550,130,140,105,45,80,50
1351,100,Regulation Set D,Lunala Jr. (Cresselia),Cresselia,Psychic,,Levitate,Fairy,Relaxed,580,120,70,110,75,120,85
1352,100,Regulation Set D,Robo Fighter (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
1353,100,Regulation Set D,Robo Santa (Iron Bundle),Iron Bundle,Ice,Water,Quark Drive,Ice,Timid,570,56,80,114,124,60,136
1354,100,Regulation Set D,Tachyon (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
1355,100,Regulation Set D,Shroom Ball (Amoonguss),Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
1356,101,Regulation Set D,Annihilape,Annihilape,Fighting,Ghost,Defiant,Steel,Adamant,535,110,115,80,50,90,90
1357,101,Regulation Set D,Maushold-Four,Maushold (Family of Four),Normal,,Friend Guard,Ghost,Jolly,470,74,75,70,65,75,111
1358,101,Regulation Set D,Chi-Yu,Chi-Yu,Dark,Fire,Beads of Ruin,Ghost,Timid,570,55,80,80,135,120,100
1359,101,Regulation Set D,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
1361,101,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Jolly,600,89,145,90,105,80,91
1362,102,Regulation Set D,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ice,Timid,570,56,80,114,124,60,136
1363,102,Regulation Set D,Dondozo,Dondozo,Water,,Unaware,Grass,Adamant,530,150,100,115,65,65,35
1364,102,Regulation Set D,Zoroark-Hisui,Zoroark (Hisuian Zoroark),Normal,Ghost,Illusion,Fire,Timid,510,55,100,60,125,60,110
1367,102,Regulation Set D,Azelf,Azelf,Psychic,,Levitate,Normal,Jolly,580,75,125,70,125,70,115
1368,103,Regulation Set D,Goodra-Hisui,Goodra (Hisuian Goodra),Steel,Dragon,Shell Armor,Poison,Impish,600,80,100,100,110,150,60
1369,103,Regulation Set D,Nezuko (Sneasler) (F),Sneasler,Fighting,Poison,Unburden,Flying,Jolly,510,80,130,60,40,80,120
1370,103,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Grass,Adamant,530,100,125,90,60,70,85
1371,103,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1372,103,Regulation Set D,Tsukasa (Cresselia),Cresselia,Psychic,,Levitate,Fairy,Sassy,580,120,70,110,75,120,85
1373,103,Regulation Set D,Glendios (Heatran) (M),Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1374,104,Regulation Set D,Regieleki,Regieleki,Electric,,Transistor,Electric,Timid,580,80,100,50,100,50,200
1375,104,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Fire,Adamant,530,100,125,90,60,70,85
1376,104,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Jolly,550,100,130,100,63,60,97
1377,104,Regulation Set D,Dragapult,Dragapult,Dragon,Ghost,Clear Body,Steel,Jolly,600,88,120,75,100,75,142
1378,104,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Dark,Jolly,570,80,120,80,90,65,135
1379,104,Regulation Set D,Chi-Yu,Chi-Yu,Dark,Fire,Beads of Ruin,Fire,Timid,570,55,80,80,135,120,100
1382,105,Regulation Set D,Amoonguss (F),Amoonguss,Grass,Poison,Regenerator,Water,Relaxed,464,114,85,70,85,80,30
1383,105,Regulation Set D,Urshifu-Rapid-Strike (F),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Grass,Jolly,550,100,130,100,63,60,97
1384,105,Regulation Set D,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Adamant,600,89,145,90,105,80,91
1385,105,Regulation Set D,Arcanine (F),Arcanine,Fire,,Intimidate,Normal,Jolly,555,90,110,80,100,80,95
1386,106,Regulation Set D,Overqwil,Overqwil,Dark,Poison,Swift Swim,Normal,Adamant,510,85,115,95,65,65,85
1387,106,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Jolly,570,80,120,80,90,65,135
1388,106,Regulation Set D,Dragonite,Dragonite,Dragon,Flying,Multiscale,Normal,Adamant,600,91,134,95,100,100,80
1390,106,Regulation Set D,Pelipper,Pelipper,Water,Flying,Drizzle,Ghost,Modest,440,60,50,100,95,70,65
1391,106,Regulation Set D,Urshifu-Rapid-Strike,Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1392,107,Regulation Set D,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Adamant,570,80,120,80,90,65,135
1393,107,Regulation Set D,Overqwil,Overqwil,Dark,Poison,Swift Swim,Normal,Jolly,510,85,115,95,65,65,85
1395,107,Regulation Set D,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Water,Modest,550,87,60,95,133,91,84
1396,107,Regulation Set D,Pelipper,Pelipper,Water,Flying,Drizzle,Steel,Bold,440,60,50,100,95,70,65
1397,107,Regulation Set D,Rillaboom,Rillaboom,Grass,,Grassy Surge,Ghost,Adamant,530,100,125,90,60,70,85
1398,108,Regulation Set D,Cresselia,Cresselia,Psychic,,Levitate,Electric,Relaxed,580,120,70,110,75,120,85
1399,108,Regulation Set D,Ursaluna,Ursaluna,Ground,Normal,Guts,Ground,Brave,550,130,140,105,45,80,50
1400,108,Regulation Set D,Bronzong,Bronzong,Steel,Psychic,Levitate,Fire,Sassy,500,67,89,116,79,116,33
1401,108,Regulation Set D,Abomasnow,Abomasnow,Grass,Ice,Snow Warning,Water,Quiet,494,90,92,75,92,85,60
1402,108,Regulation Set D,Glastrier,Glastrier,Ice,,Chilling Neigh,Ice,Brave,580,100,145,130,65,110,30
1403,108,Regulation Set D,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Flying,Brave,570,154,140,108,50,68,50
1404,109,Regulation Set D,Indeedee-F,Indeedee (Female),Psychic,Normal,Psychic Surge,Grass,Relaxed,475,70,55,65,95,105,85
1405,109,Regulation Set D,Armarouge,Armarouge,Fire,Psychic,Flash Fire,Grass,Quiet,525,85,60,100,125,80,75
1406,109,Regulation Set D,Hatterene,Hatterene,Psychic,Fairy,Magic Bounce,Water,Quiet,510,57,90,95,136,103,29
1407,109,Regulation Set D,Torkoal,Torkoal,Fire,,Drought,Fire,Quiet,470,70,85,140,85,70,20
1408,109,Regulation Set D,Ursaluna,Ursaluna,Ground,Normal,Guts,Normal,Brave,550,130,140,105,45,80,50
1409,109,Regulation Set D,Lilligant-Hisui,Lilligant (Hisuian Lilligant),Grass,Fighting,Chlorophyll,Ghost,Jolly,480,70,105,75,50,75,105
1410,1,Regulation Set E,Kommo-o,Kommo-o,Dragon,Fighting,Bulletproof,Steel,Impish,600,75,110,125,100,105,85
1411,1,Regulation Set E,Tyranitar,Tyranitar,Rock,Dark,Sand Stream,Psychic,Adamant,600,100,134,110,95,100,61
1412,1,Regulation Set E,Rillaboom,Rillaboom,Grass,,Grassy Surge,Grass,Adamant,530,100,125,90,60,70,85
1413,1,Regulation Set E,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
1414,1,Regulation Set E,Arcanine-Hisui,Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Water,Jolly,555,95,115,80,95,80,90
1415,1,Regulation Set E,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
1417,2,Regulation Set E,Arcanine-Hisui,Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Fairy,Adamant,555,95,115,80,95,80,90
1418,2,Regulation Set E,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
1419,2,Regulation Set E,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Dragon,Modest,550,87,60,95,133,91,84
1420,2,Regulation Set E,Urshifu-Rapid-Strike (M),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1422,17,Regulation Set E,Ursaluna,Ursaluna,Ground,Normal,Guts,Ghost,Brave,550,130,140,105,45,80,50
1423,17,Regulation Set E,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Poison,Jolly,590,105,139,71,55,101,119
1424,17,Regulation Set E,Armarouge,Armarouge,Fire,Psychic,Weak Armor,Psychic,Modest,525,85,60,100,125,80,75
1425,17,Regulation Set E,Torkoal,Torkoal,Fire,,Drought,Fire,Quiet,470,70,85,140,85,70,20
1426,17,Regulation Set E,Indeedee-F,Indeedee (Female),Psychic,Normal,Psychic Surge,Fairy,Relaxed,475,70,55,65,95,105,85
1427,17,Regulation Set E,Bronzong,Bronzong,Steel,Psychic,Levitate,Fire,Relaxed,500,67,89,116,79,116,33
1429,20,Regulation Set E,Geiger (Arcanine-Hisui) (M),Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Fairy,Adamant,555,95,115,80,95,80,90
1430,20,Regulation Set E,Andre (Iron Hands),Iron Hands,Fighting,Electric,Quark Drive,Poison,Adamant,570,154,140,108,50,68,50
1431,20,Regulation Set E,Bill (Urshifu-Rapid-Strike),Urshifu (Rapid Strike Style),Fighting,Water,Unseen Fist,Water,Adamant,550,100,130,100,63,60,97
1433,20,Regulation Set E,The Weasler (Chien-Pao),Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Adamant,570,80,120,80,90,65,135
1434,21,Regulation Set E,Gholdengo,Gholdengo,Steel,Ghost,Good as Gold,Dragon,Modest,550,87,60,95,133,91,84
1435,21,Regulation Set E,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
1436,21,Regulation Set E,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
1437,21,Regulation Set E,Iron Bundle,Iron Bundle,Ice,Water,Quark Drive,Ghost,Timid,570,56,80,114,124,60,136
1438,21,Regulation Set E,Pelipper,Pelipper,Water,Flying,Drizzle,Flying,Timid,440,60,50,100,95,70,65
1439,21,Regulation Set E,Salamence,Salamence,Dragon,Flying,Intimidate,Flying,Timid,600,95,135,80,110,80,100
1441,22,Regulation Set E,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Water,Modest,570,55,55,55,135,135,135
1442,22,Regulation Set E,Regidrago,Regidrago,Dragon,,Dragon's Maw,Poison,Modest,580,200,100,50,100,50,80
1443,22,Regulation Set E,Heatran,Heatran,Fire,Steel,Flash Fire,Fairy,Modest,600,91,90,106,130,106,77
1445,22,Regulation Set E,Farigiraf,Farigiraf,Normal,Psychic,Armor Tail,Fairy,Modest,520,120,90,70,110,70,60
1446,23,Regulation Set E,Indeedee-F,Indeedee (Female),Psychic,Normal,Psychic Surge,Fairy,Relaxed,475,70,55,65,95,105,85
1447,23,Regulation Set E,Armarouge,Armarouge,Fire,Psychic,Flash Fire,Psychic,Modest,525,85,60,100,125,80,75
1449,23,Regulation Set E,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
1450,23,Regulation Set E,Ninetales-Alola,Ninetales (Alolan Ninetales),Ice,Fairy,Snow Warning,Water,Timid,505,73,67,75,81,100,109
1451,23,Regulation Set E,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Jolly,590,105,139,71,55,101,119
1452,24,Regulation Set E,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Adamant,600,89,145,90,105,80,91
1453,24,Regulation Set E,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Timid,570,55,55,55,135,135,135
1454,24,Regulation Set E,Amoonguss,Amoonguss,Grass,Poison,Regenerator,Water,Bold,464,114,85,70,85,80,30
1455,24,Regulation Set E,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Water,Brave,570,154,140,108,50,68,50
1456,24,Regulation Set E,Heatran,Heatran,Fire,Steel,Flash Fire,Grass,Modest,600,91,90,106,130,106,77
1483,37,Regulation Set E,Brujita (Flutter Mane),Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Bold,570,55,55,55,135,135,135
1484,37,Regulation Set E,Rillaboom,Rillaboom,Grass,,Grassy Surge,Water,Adamant,530,100,125,90,60,70,85
1486,37,Regulation Set E,Chien-Pao,Chien-Pao,Dark,Ice,Sword of Ruin,Ghost,Adamant,570,80,120,80,90,65,135
1487,37,Regulation Set E,Dragonite,Dragonite,Dragon,Flying,Inner Focus,Normal,Adamant,600,91,134,95,100,100,80
1489,43,Regulation Set E,Flutter Mane,Flutter Mane,Ghost,Fairy,Protosynthesis,Fairy,Modest,570,55,55,55,135,135,135
1490,43,Regulation Set E,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Adamant,600,89,145,90,105,80,91
1491,43,Regulation Set E,Rillaboom,Rillaboom,Grass,,Grassy Surge,Fire,Adamant,530,100,125,90,60,70,85
1493,43,Regulation Set E,Farigiraf,Farigiraf,Normal,Psychic,Armor Tail,Fairy,Bold,520,120,90,70,110,70,60
1495,44,Regulation Set E,Arcanine-Hisui,Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Normal,Adamant,555,95,115,80,95,80,90
1496,44,Regulation Set E,Rillaboom,Rillaboom,Grass,,Grassy Surge,Fire,Adamant,530,100,125,90,60,70,85
1497,44,Regulation Set E,Milotic,Milotic,Water,,Competitive,Steel,Modest,540,95,60,79,100,125,81
1498,44,Regulation Set E,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Water,Adamant,570,154,140,108,50,68,50
1499,44,Regulation Set E,Cresselia,Cresselia,Psychic,,Levitate,Fairy,Bold,580,120,70,110,75,120,85
1500,46,Regulation Set E,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Adamant,590,105,139,71,55,101,119
1501,46,Regulation Set E,Ninetales-Alola,Ninetales (Alolan Ninetales),Ice,Fairy,Snow Warning,Ghost,Timid,505,73,67,75,81,100,109
1502,46,Regulation Set E,Landorus-Therian,Landorus (Therian Forme),Ground,Flying,Intimidate,Flying,Adamant,600,89,145,90,105,80,91
1503,46,Regulation Set E,Iron Hands,Iron Hands,Fighting,Electric,Quark Drive,Grass,Adamant,570,154,140,108,50,68,50
1504,46,Regulation Set E,Milotic,Milotic,Water,,Competitive,Grass,Modest,540,95,60,79,100,125,81
1506,49,Regulation Set E,Ninetales-Alola,Ninetales (Alolan Ninetales),Ice,Fairy,Snow Warning,Ghost,Timid,505,73,67,75,81,100,109
1507,49,Regulation Set E,Empoleon,Empoleon,Water,Steel,Competitive,Grass,Modest,530,84,86,88,111,101,60
1508,49,Regulation Set E,Roaring Moon,Roaring Moon,Dragon,Dark,Protosynthesis,Flying,Jolly,590,105,139,71,55,101,119
1511,49,Regulation Set E,Arcanine-Hisui,Arcanine (Hisuian Arcanine),Fire,Rock,Intimidate,Grass,Adamant,555,95,115,80,95,80,90
